# alpha                     Rey                       CL                        CD                        Cm                       
        -1.2217304764E-01          6.0000000000E+05         -7.6760000000E-01          1.3120000000E-02         -4.0000000000E-03
        -1.2217304764E-01          1.1500000000E+06         -7.7770000000E-01          1.1500000000E-02         -2.1000000000E-03
        -1.2217304764E-01          1.7000000000E+06         -7.8300000000E-01          1.0690000000E-02         -1.2000000000E-03
        -1.2217304764E-01          2.2500000000E+06         -7.8630000000E-01          1.0190000000E-02         -6.0000000000E-04
        -1.2217304764E-01          2.8000000000E+06         -7.8860000000E-01          9.8300000000E-03         -2.0000000000E-04
        -1.2217304764E-01          3.3500000000E+06         -7.9040000000E-01          9.5600000000E-03          2.0000000000E-04
        -1.2217304764E-01          3.9000000000E+06         -7.9210000000E-01          9.3200000000E-03          5.0000000000E-04
        -1.2217304764E-01          4.4500000000E+06         -7.9340000000E-01          9.1400000000E-03          7.0000000000E-04
        -1.2217304764E-01          5.0000000000E+06         -7.9450000000E-01          8.9800000000E-03          9.0000000000E-04
        -1.0471975512E-01          5.0000000000E+04         -6.4850000000E-01          2.8010000000E-02         -4.5000000000E-03
        -1.0471975512E-01          6.0000000000E+05         -6.9913333333E-01          1.2390000000E-02         -3.0000000000E-03
        -1.0471975512E-01          1.1500000000E+06         -6.7300000000E-01          1.0520000000E-02         -1.0000000000E-03
        -1.0471975512E-01          1.7000000000E+06         -6.7630000000E-01          9.8400000000E-03         -3.0000000000E-04
        -1.0471975512E-01          2.2500000000E+06         -6.7850000000E-01          9.4000000000E-03          1.0000000000E-04
        -1.0471975512E-01          2.8000000000E+06         -6.8000000000E-01          9.0900000000E-03          4.0000000000E-04
        -1.0471975512E-01          3.3500000000E+06         -6.8150000000E-01          8.8400000000E-03          7.0000000000E-04
        -1.0471975512E-01          3.9000000000E+06         -6.8260000000E-01          8.6300000000E-03          9.0000000000E-04
        -1.0471975512E-01          4.4500000000E+06         -6.8340000000E-01          8.4800000000E-03          1.1000000000E-03
        -1.0471975512E-01          5.0000000000E+06         -6.8430000000E-01          8.3300000000E-03          1.2000000000E-03
        -8.7266462600E-02          5.0000000000E+04         -5.2650000000E-01          2.5030000000E-02         -6.2000000000E-03
        -8.7266462600E-02          6.0000000000E+05         -5.6220000000E-01          1.0930000000E-02         -1.0000000000E-03
        -8.7266462600E-02          1.1500000000E+06         -5.6620000000E-01          9.6600000000E-03         -1.0000000000E-04
        -8.7266462600E-02          1.7000000000E+06         -5.6810000000E-01          9.0500000000E-03          4.0000000000E-04
        -8.7266462600E-02          2.2500000000E+06         -5.6960000000E-01          8.6500000000E-03          7.0000000000E-04
        -8.7266462600E-02          2.8000000000E+06         -5.7050000000E-01          8.3700000000E-03          9.0000000000E-04
        -8.7266462600E-02          3.3500000000E+06         -5.7120000000E-01          8.1600000000E-03          1.1000000000E-03
        -8.7266462600E-02          3.9000000000E+06         -5.7170000000E-01          8.0000000000E-03          1.2000000000E-03
        -8.7266462600E-02          4.4500000000E+06         -5.7240000000E-01          7.8400000000E-03          1.3000000000E-03
        -8.7266462600E-02          5.0000000000E+06         -5.7270000000E-01          7.7300000000E-03          1.4000000000E-03
        -6.9813170080E-02          5.0000000000E+04         -4.1870000000E-01          2.3790000000E-02         -5.5000000000E-03
        -6.9813170080E-02          6.0000000000E+05         -4.5580000000E-01          1.0110000000E-02          0.0000000000E+00
        -6.9813170080E-02          1.1500000000E+06         -4.5770000000E-01          8.8900000000E-03          6.0000000000E-04
        -6.9813170080E-02          1.7000000000E+06         -4.5860000000E-01          8.3300000000E-03          9.0000000000E-04
        -6.9813170080E-02          2.2500000000E+06         -4.5910000000E-01          7.9800000000E-03          1.1000000000E-03
        -6.9813170080E-02          2.8000000000E+06         -4.5950000000E-01          7.7300000000E-03          1.2000000000E-03
        -6.9813170080E-02          3.3500000000E+06         -4.5970000000E-01          7.5400000000E-03          1.3000000000E-03
        -6.9813170080E-02          3.9000000000E+06         -4.5990000000E-01          7.4000000000E-03          1.3000000000E-03
        -6.9813170080E-02          4.4500000000E+06         -4.6000000000E-01          7.2800000000E-03          1.4000000000E-03
        -6.9813170080E-02          5.0000000000E+06         -4.6030000000E-01          7.1600000000E-03          1.4000000000E-03
        -5.2359877560E-02          5.0000000000E+04         -3.1320000000E-01          2.3000000000E-02         -4.3000000000E-03
        -5.2359877560E-02          6.0000000000E+05         -3.4550000000E-01          9.6100000000E-03          6.0000000000E-04
        -5.2359877560E-02          1.1500000000E+06         -3.4730000000E-01          8.2800000000E-03          1.0000000000E-03
        -5.2359877560E-02          1.7000000000E+06         -3.4720000000E-01          7.7500000000E-03          1.1000000000E-03
        -5.2359877560E-02          2.2500000000E+06         -3.4700000000E-01          7.4200000000E-03          1.2000000000E-03
        -5.2359877560E-02          2.8000000000E+06         -3.4700000000E-01          7.1800000000E-03          1.2000000000E-03
        -5.2359877560E-02          3.3500000000E+06         -3.4700000000E-01          7.0000000000E-03          1.3000000000E-03
        -5.2359877560E-02          3.9000000000E+06         -3.4690000000E-01          6.8700000000E-03          1.3000000000E-03
        -5.2359877560E-02          4.4500000000E+06         -3.4680000000E-01          6.7600000000E-03          1.3000000000E-03
        -5.2359877560E-02          5.0000000000E+06         -3.4680000000E-01          6.6500000000E-03          1.3000000000E-03
        -3.4906585040E-02          5.0000000000E+04         -2.0870000000E-01          2.2490000000E-02         -3.0000000000E-03
        -3.4906585040E-02          6.0000000000E+05         -2.3060000000E-01          9.4700000000E-03          4.0000000000E-04
        -3.4906585040E-02          1.1500000000E+06         -2.3350000000E-01          7.9700000000E-03          1.0000000000E-03
        -3.4906585040E-02          1.7000000000E+06         -2.3460000000E-01          7.2600000000E-03          1.2000000000E-03
        -3.4906585040E-02          2.2500000000E+06         -2.3400000000E-01          6.9400000000E-03          1.2000000000E-03
        -3.4906585040E-02          2.8000000000E+06         -2.3340000000E-01          6.7200000000E-03          1.1000000000E-03
        -3.4906585040E-02          3.3500000000E+06         -2.3300000000E-01          6.5600000000E-03          1.1000000000E-03
        -3.4906585040E-02          3.9000000000E+06         -2.3270000000E-01          6.4300000000E-03          1.1000000000E-03
        -3.4906585040E-02          4.4500000000E+06         -2.3240000000E-01          6.3200000000E-03          1.1000000000E-03
        -3.4906585040E-02          5.0000000000E+06         -2.3230000000E-01          6.2200000000E-03          1.0000000000E-03
        -1.7453292520E-02          5.0000000000E+04         -1.0450000000E-01          2.2200000000E-02         -1.5000000000E-03
        -1.7453292520E-02          6.0000000000E+05         -1.1540000000E-01          9.4000000000E-03          2.0000000000E-04
        -1.7453292520E-02          1.1500000000E+06         -1.1680000000E-01          7.9200000000E-03          5.0000000000E-04
        -1.7453292520E-02          1.7000000000E+06         -1.1760000000E-01          7.1900000000E-03          7.0000000000E-04
        -1.7453292520E-02          2.2500000000E+06         -1.1800000000E-01          6.7200000000E-03          7.0000000000E-04
        -1.7453292520E-02          2.8000000000E+06         -1.1840000000E-01          6.3900000000E-03          8.0000000000E-04
        -1.7453292520E-02          3.3500000000E+06         -1.1820000000E-01          6.1800000000E-03          8.0000000000E-04
        -1.7453292520E-02          3.9000000000E+06         -1.1760000000E-01          6.0600000000E-03          7.0000000000E-04
        -1.7453292520E-02          4.4500000000E+06         -1.1720000000E-01          5.9400000000E-03          7.0000000000E-04
        -1.7453292520E-02          5.0000000000E+06         -1.1680000000E-01          5.8500000000E-03          6.0000000000E-04
         0.0000000000E+00          5.0000000000E+04         -0.0000000000E+00          2.2110000000E-02          0.0000000000E+00
         0.0000000000E+00          6.0000000000E+05         -0.0000000000E+00          9.3800000000E-03          0.0000000000E+00
         0.0000000000E+00          1.1500000000E+06         -0.0000000000E+00          7.9000000000E-03          0.0000000000E+00
         0.0000000000E+00          1.7000000000E+06         -0.0000000000E+00          7.1700000000E-03          0.0000000000E+00
         0.0000000000E+00          2.2500000000E+06         -0.0000000000E+00          6.7100000000E-03          0.0000000000E+00
         0.0000000000E+00          2.8000000000E+06         -0.0000000000E+00          6.3800000000E-03          0.0000000000E+00
         0.0000000000E+00          3.3500000000E+06         -0.0000000000E+00          6.1300000000E-03          0.0000000000E+00
         0.0000000000E+00          3.9000000000E+06         -0.0000000000E+00          5.9300000000E-03          0.0000000000E+00
         0.0000000000E+00          4.4500000000E+06         -0.0000000000E+00          5.7600000000E-03          0.0000000000E+00
         0.0000000000E+00          5.0000000000E+06         -0.0000000000E+00          5.6200000000E-03          0.0000000000E+00
         1.7453292520E-02          5.0000000000E+04          1.0440000000E-01          2.2200000000E-02          1.5000000000E-03
         1.7453292520E-02          6.0000000000E+05          1.1540000000E-01          9.4000000000E-03         -2.0000000000E-04
         1.7453292520E-02          1.1500000000E+06          1.1680000000E-01          7.9100000000E-03         -5.0000000000E-04
         1.7453292520E-02          1.7000000000E+06          1.1750000000E-01          7.1900000000E-03         -6.0000000000E-04
         1.7453292520E-02          2.2500000000E+06          1.1800000000E-01          6.7200000000E-03         -7.0000000000E-04
         1.7453292520E-02          2.8000000000E+06          1.1840000000E-01          6.3900000000E-03         -8.0000000000E-04
         1.7453292520E-02          3.3500000000E+06          1.1820000000E-01          6.1800000000E-03         -8.0000000000E-04
         1.7453292520E-02          3.9000000000E+06          1.1760000000E-01          6.0500000000E-03         -7.0000000000E-04
         1.7453292520E-02          4.4500000000E+06          1.1720000000E-01          5.9400000000E-03         -7.0000000000E-04
         1.7453292520E-02          5.0000000000E+06          1.1680000000E-01          5.8500000000E-03         -6.0000000000E-04
         3.4906585040E-02          5.0000000000E+04          2.0870000000E-01          2.2490000000E-02          3.0000000000E-03
         3.4906585040E-02          6.0000000000E+05          2.3060000000E-01          9.4700000000E-03         -4.0000000000E-04
         3.4906585040E-02          1.1500000000E+06          2.3340000000E-01          7.9700000000E-03         -1.0000000000E-03
         3.4906585040E-02          1.7000000000E+06          2.3460000000E-01          7.2600000000E-03         -1.2000000000E-03
         3.4906585040E-02          2.2500000000E+06          2.3400000000E-01          6.9400000000E-03         -1.2000000000E-03
         3.4906585040E-02          2.8000000000E+06          2.3330000000E-01          6.7300000000E-03         -1.1000000000E-03
         3.4906585040E-02          3.3500000000E+06          2.3300000000E-01          6.5600000000E-03         -1.1000000000E-03
         3.4906585040E-02          3.9000000000E+06          2.3270000000E-01          6.4300000000E-03         -1.1000000000E-03
         3.4906585040E-02          4.4500000000E+06          2.3250000000E-01          6.3100000000E-03         -1.1000000000E-03
         3.4906585040E-02          5.0000000000E+06          2.3230000000E-01          6.2100000000E-03         -1.0000000000E-03
         5.2359877560E-02          5.0000000000E+04          3.1330000000E-01          2.3000000000E-02          4.3000000000E-03
         5.2359877560E-02          6.0000000000E+05          3.4540000000E-01          9.6100000000E-03         -6.0000000000E-04
         5.2359877560E-02          1.1500000000E+06          3.4730000000E-01          8.2800000000E-03         -1.0000000000E-03
         5.2359877560E-02          1.7000000000E+06          3.4720000000E-01          7.7400000000E-03         -1.1000000000E-03
         5.2359877560E-02          2.2500000000E+06          3.4700000000E-01          7.4300000000E-03         -1.2000000000E-03
         5.2359877560E-02          2.8000000000E+06          3.4700000000E-01          7.1800000000E-03         -1.2000000000E-03
         5.2359877560E-02          3.3500000000E+06          3.4690000000E-01          7.0100000000E-03         -1.3000000000E-03
         5.2359877560E-02          3.9000000000E+06          3.4680000000E-01          6.8700000000E-03         -1.3000000000E-03
         5.2359877560E-02          4.4500000000E+06          3.4670000000E-01          6.7600000000E-03         -1.3000000000E-03
         5.2359877560E-02          5.0000000000E+06          3.4680000000E-01          6.6500000000E-03         -1.3000000000E-03
         6.9813170080E-02          5.0000000000E+04          4.1870000000E-01          2.3790000000E-02          5.5000000000E-03
         6.9813170080E-02          6.0000000000E+05          4.5580000000E-01          1.0110000000E-02         -0.0000000000E+00
         6.9813170080E-02          1.1500000000E+06          4.5770000000E-01          8.8900000000E-03         -6.0000000000E-04
         6.9813170080E-02          1.7000000000E+06          4.5850000000E-01          8.3300000000E-03         -9.0000000000E-04
         6.9813170080E-02          2.2500000000E+06          4.5900000000E-01          7.9800000000E-03         -1.1000000000E-03
         6.9813170080E-02          2.8000000000E+06          4.5940000000E-01          7.7300000000E-03         -1.2000000000E-03
         6.9813170080E-02          3.3500000000E+06          4.5970000000E-01          7.5400000000E-03         -1.3000000000E-03
         6.9813170080E-02          3.9000000000E+06          4.5990000000E-01          7.4000000000E-03         -1.3000000000E-03
         6.9813170080E-02          4.4500000000E+06          4.6000000000E-01          7.2800000000E-03         -1.4000000000E-03
         6.9813170080E-02          5.0000000000E+06          4.6030000000E-01          7.1600000000E-03         -1.4000000000E-03
         8.7266462600E-02          5.0000000000E+04          5.2660000000E-01          2.5030000000E-02          6.2000000000E-03
         8.7266462600E-02          6.0000000000E+05          5.6220000000E-01          1.0930000000E-02          1.0000000000E-03
         8.7266462600E-02          1.1500000000E+06          5.6620000000E-01          9.6500000000E-03          1.0000000000E-04
         8.7266462600E-02          1.7000000000E+06          5.3110000000E-01          8.8333333333E-03         -5.0000000000E-04
         8.7266462600E-02          2.2500000000E+06          5.6960000000E-01          8.6400000000E-03         -7.0000000000E-04
         8.7266462600E-02          2.8000000000E+06          5.7050000000E-01          8.3700000000E-03         -9.0000000000E-04
         8.7266462600E-02          3.3500000000E+06          5.7120000000E-01          8.1600000000E-03         -1.1000000000E-03
         8.7266462600E-02          3.9000000000E+06          5.7170000000E-01          8.0000000000E-03         -1.2000000000E-03
         8.7266462600E-02          4.4500000000E+06          5.7240000000E-01          7.8400000000E-03         -1.3000000000E-03
         8.7266462600E-02          5.0000000000E+06          5.7270000000E-01          7.7400000000E-03         -1.4000000000E-03
         1.0471975512E-01          5.0000000000E+04          6.4850000000E-01          2.8010000000E-02          4.5000000000E-03
         1.0471975512E-01          6.0000000000E+05          6.6490000000E-01          1.2025000000E-02          2.5000000000E-03
         1.0471975512E-01          1.1500000000E+06          6.7300000000E-01          1.0520000000E-02          1.0000000000E-03
         1.0471975512E-01          1.7000000000E+06          6.7630000000E-01          9.8400000000E-03          3.0000000000E-04
         1.0471975512E-01          2.2500000000E+06          6.7850000000E-01          9.4000000000E-03         -1.0000000000E-04
         1.0471975512E-01          2.8000000000E+06          6.8010000000E-01          9.0900000000E-03         -4.0000000000E-04
         1.0471975512E-01          3.3500000000E+06          6.8150000000E-01          8.8400000000E-03         -7.0000000000E-04
         1.0471975512E-01          3.9000000000E+06          6.8260000000E-01          8.6300000000E-03         -9.0000000000E-04
         1.0471975512E-01          4.4500000000E+06          6.8340000000E-01          8.4700000000E-03         -1.1000000000E-03
         1.0471975512E-01          5.0000000000E+06          6.8430000000E-01          8.3300000000E-03         -1.2000000000E-03
         1.2217304764E-01          5.0000000000E+04          7.5340000000E-01          3.4460000000E-02          5.4000000000E-03
         1.2217304764E-01          6.0000000000E+05          7.6760000000E-01          1.3120000000E-02          4.0000000000E-03
         1.2217304764E-01          1.1500000000E+06          7.7780000000E-01          1.1500000000E-02          2.1000000000E-03
         1.2217304764E-01          1.7000000000E+06          7.8300000000E-01          1.0690000000E-02          1.2000000000E-03
         1.2217304764E-01          2.2500000000E+06          7.8630000000E-01          1.0190000000E-02          6.0000000000E-04
         1.2217304764E-01          2.8000000000E+06          7.8860000000E-01          9.8400000000E-03          2.0000000000E-04
         1.2217304764E-01          3.3500000000E+06          7.9040000000E-01          9.5700000000E-03         -2.0000000000E-04
         1.2217304764E-01          3.9000000000E+06          7.9210000000E-01          9.3200000000E-03         -5.0000000000E-04
         1.2217304764E-01          4.4500000000E+06          7.9330000000E-01          9.1400000000E-03         -7.0000000000E-04
         1.2217304764E-01          5.0000000000E+06          7.9450000000E-01          8.9800000000E-03         -9.0000000000E-04
         1.3962634016E-01          5.0000000000E+04          8.3190000000E-01          3.9190000000E-02          1.1100000000E-02
         1.3962634016E-01          6.0000000000E+05          8.6570000000E-01          1.4460000000E-02          6.1000000000E-03
         1.3962634016E-01          1.1500000000E+06          8.8030000000E-01          1.2560000000E-02          3.6000000000E-03
         1.3962634016E-01          1.7000000000E+06          8.8770000000E-01          1.1620000000E-02          2.3000000000E-03
         1.3962634016E-01          2.2500000000E+06          8.9220000000E-01          1.1050000000E-02          1.6000000000E-03
         1.3962634016E-01          2.8000000000E+06          8.9540000000E-01          1.0650000000E-02          1.0000000000E-03
         1.3962634016E-01          3.3500000000E+06          8.9820000000E-01          1.0310000000E-02          5.0000000000E-04
         1.3962634016E-01          3.9000000000E+06          8.6353333333E-01          9.8300000000E-03          3.3333333333E-05
         1.3962634016E-01          4.4500000000E+06          9.0200000000E-01          9.8400000000E-03         -1.0000000000E-04
         1.3962634016E-01          5.0000000000E+06          9.0350000000E-01          9.6600000000E-03         -4.0000000000E-04
         1.5707963268E-01          5.0000000000E+04          8.9860000000E-01          4.6170000000E-02          1.6700000000E-02
         1.5707963268E-01          6.0000000000E+05          9.5990000000E-01          1.5940000000E-02          8.7000000000E-03
         1.5707963268E-01          1.1500000000E+06          9.8040000000E-01          1.3690000000E-02          5.4000000000E-03
         1.5707963268E-01          1.7000000000E+06          9.8990000000E-01          1.2640000000E-02          3.8000000000E-03
         1.5707963268E-01          2.2500000000E+06          9.9610000000E-01          1.1960000000E-02          2.8000000000E-03
         1.5707963268E-01          2.8000000000E+06          1.0004000000E+00          1.1500000000E-02          2.1000000000E-03
         1.5707963268E-01          3.3500000000E+06          1.0038000000E+00          1.1130000000E-02          1.5000000000E-03
         1.5707963268E-01          3.9000000000E+06          1.0064000000E+00          1.0850000000E-02          1.1000000000E-03
         1.5707963268E-01          4.4500000000E+06          1.0089000000E+00          1.0600000000E-02          7.0000000000E-04
         1.5707963268E-01          5.0000000000E+06          1.0107000000E+00          1.0400000000E-02          4.0000000000E-04
         1.7453292520E-01          5.0000000000E+04          9.2520000000E-01          5.6830000000E-02          2.3800000000E-02
         1.7453292520E-01          6.0000000000E+05          1.0479000000E+00          1.7640000000E-02          1.2100000000E-02
         1.7453292520E-01          1.1500000000E+06          1.0764000000E+00          1.4970000000E-02          7.7000000000E-03
         1.7453292520E-01          1.7000000000E+06          1.0891000000E+00          1.3750000000E-02          5.7000000000E-03
         1.7453292520E-01          2.2500000000E+06          1.0973000000E+00          1.2970000000E-02          4.4000000000E-03
         1.7453292520E-01          2.8000000000E+06          1.1026000000E+00          1.2450000000E-02          3.5000000000E-03
         1.7453292520E-01          3.3500000000E+06          1.1071000000E+00          1.2030000000E-02          2.8000000000E-03
         1.7453292520E-01          3.9000000000E+06          1.1102000000E+00          1.1730000000E-02          2.3000000000E-03
         1.7453292520E-01          4.4500000000E+06          1.1133000000E+00          1.1440000000E-02          1.8000000000E-03
         1.7453292520E-01          5.0000000000E+06          1.1158000000E+00          1.1200000000E-02          1.4000000000E-03
         1.9198621772E-01          6.0000000000E+05          1.1263000000E+00          1.9620000000E-02          1.6800000000E-02
         1.9198621772E-01          1.1500000000E+06          1.1672000000E+00          1.6390000000E-02          1.0700000000E-02
         1.9198621772E-01          1.7000000000E+06          1.1843000000E+00          1.4960000000E-02          8.1000000000E-03
         1.9198621772E-01          2.2500000000E+06          1.1943000000E+00          1.4110000000E-02          6.5000000000E-03
         1.9198621772E-01          2.8000000000E+06          1.2016000000E+00          1.3490000000E-02          5.4000000000E-03
         1.9198621772E-01          3.3500000000E+06          1.2067000000E+00          1.3050000000E-02          4.6000000000E-03
