# alpha                     Rey                       CL                        CD                        Cm                       
         1.9198621772E-01          1.6673333333E+06          1.1869000000E+00          1.5750000000E-02          6.5000000000E-03
         1.9198621772E-01          2.2227777778E+06          1.1963000000E+00          1.4670000000E-02          5.1000000000E-03
         1.9198621772E-01          2.7782222222E+06          1.2029000000E+00          1.3920000000E-02          4.1000000000E-03
         1.9198621772E-01          3.3336666667E+06          1.2078000000E+00          1.3350000000E-02          3.4000000000E-03
         1.9198621772E-01          3.8891111111E+06          1.2112000000E+00          1.2950000000E-02          2.9000000000E-03
         1.9198621772E-01          4.4445555556E+06          1.2138000000E+00          1.2660000000E-02          2.5000000000E-03
         1.9198621772E-01          5.0000000000E+06          1.2167000000E+00          1.2330000000E-02          2.0000000000E-03
         2.0943951024E-01          1.0000000000E+03          4.0440000000E-01          1.7936000000E-01          7.6000000000E-03
         2.0943951024E-01          5.5644444444E+05          1.1855000000E+00          2.6000000000E-02          2.1200000000E-02
         2.0943951024E-01          1.1118888889E+06          1.2539000000E+00          1.9840000000E-02          1.2400000000E-02
         2.0943951024E-01          1.6673333333E+06          1.2776000000E+00          1.7520000000E-02          9.1000000000E-03
         2.0943951024E-01          2.2227777778E+06          1.2915000000E+00          1.6100000000E-02          7.2000000000E-03
         2.0943951024E-01          2.7782222222E+06          1.2987000000E+00          1.5360000000E-02          6.2000000000E-03
         2.0943951024E-01          3.3336666667E+06          1.3055000000E+00          1.4640000000E-02          5.2000000000E-03
         2.0943951024E-01          3.8891111111E+06          1.3104000000E+00          1.4130000000E-02          4.5000000000E-03
         2.0943951024E-01          4.4445555556E+06          1.3139000000E+00          1.3760000000E-02          3.9000000000E-03
         2.0943951024E-01          5.0000000000E+06          1.3165000000E+00          1.3490000000E-02          3.6000000000E-03
         2.2689280276E-01          1.0000000000E+03          4.2840000000E-01          1.9123000000E-01          3.7000000000E-03
         2.2689280276E-01          5.5644444444E+05          1.2229000000E+00          3.0560000000E-02          2.8500000000E-02
         2.2689280276E-01          1.1118888889E+06          1.3222000000E+00          2.2680000000E-02          1.7500000000E-02
         2.2689280276E-01          1.6673333333E+06          1.3622000000E+00          1.9430000000E-02          1.2500000000E-02
         2.2689280276E-01          2.2227777778E+06          1.3796000000E+00          1.7870000000E-02          1.0100000000E-02
         2.2689280276E-01          2.7782222222E+06          1.3909000000E+00          1.6820000000E-02          8.6000000000E-03
         2.2689280276E-01          3.3336666667E+06          1.3973000000E+00          1.6220000000E-02          7.7000000000E-03
         2.2689280276E-01          3.8891111111E+06          1.4043000000E+00          1.5560000000E-02          6.7000000000E-03
         2.2689280276E-01          4.4445555556E+06          1.4095000000E+00          1.5070000000E-02          6.0000000000E-03
         2.2689280276E-01          5.0000000000E+06          1.4135000000E+00          1.4690000000E-02          5.4000000000E-03
         2.4434609528E-01          1.0000000000E+03          4.5020000000E-01          2.0331000000E-01         -5.0000000000E-04
         2.4434609528E-01          5.5644444444E+05          1.2500000000E+00          3.6750000000E-02          3.2700000000E-02
         2.4434609528E-01          1.1118888889E+06          1.3731000000E+00          2.5670000000E-02          2.4600000000E-02
         2.4434609528E-01          1.6673333333E+06          1.4319000000E+00          2.1840000000E-02          1.7600000000E-02
         2.4434609528E-01          2.2227777778E+06          1.4580000000E+00          1.9980000000E-02          1.4200000000E-02
         2.4434609528E-01          2.7782222222E+06          1.4737000000E+00          1.8720000000E-02          1.2100000000E-02
         2.4434609528E-01          3.3336666667E+06          1.4853000000E+00          1.7770000000E-02          1.0600000000E-02
         2.4434609528E-01          3.8891111111E+06          1.4930000000E+00          1.7130000000E-02          9.5000000000E-03
         2.4434609528E-01          4.4445555556E+06          1.4980000000E+00          1.6720000000E-02          8.9000000000E-03
         2.4434609528E-01          5.0000000000E+06          1.5033000000E+00          1.6270000000E-02          8.1000000000E-03
         2.6179938780E-01          1.0000000000E+03          4.7030000000E-01          2.1539000000E-01         -4.7000000000E-03
         2.6179938780E-01          5.5644444444E+05          1.2577000000E+00          4.6390000000E-02          3.2800000000E-02
         2.6179938780E-01          1.1118888889E+06          1.4031000000E+00          3.0880000000E-02          3.0100000000E-02
         2.6179938780E-01          1.6673333333E+06          1.4794000000E+00          2.4920000000E-02          2.4900000000E-02
         2.6179938780E-01          2.2227777778E+06          1.5154000000E+00          2.2440000000E-02          2.1100000000E-02
         2.6179938780E-01          2.7782222222E+06          1.5425000000E+00          2.0780000000E-02          1.7600000000E-02
         2.6179938780E-01          3.3336666667E+06          1.5577000000E+00          2.0040000000E-02          1.5400000000E-02
         2.6179938780E-01          3.8891111111E+06          1.5707000000E+00          1.9110000000E-02          1.3700000000E-02
         2.6179938780E-01          4.4445555556E+06          1.5805000000E+00          1.8400000000E-02          1.2400000000E-02
         2.6179938780E-01          5.0000000000E+06          1.5879000000E+00          1.7850000000E-02          1.1400000000E-02
