# alpha                     Rey                       CL                        CD                        Cm                       
        -1.9198621772E-01          4.4445555556E+06         -1.0678000000E+00          1.2020000000E-02         -4.1600000000E-02
        -1.9198621772E-01          5.0000000000E+06         -1.0696000000E+00          1.1730000000E-02         -4.1400000000E-02
        -1.7453292520E-01          1.0000000000E+03         -3.3640000000E-01          1.6293000000E-01         -2.1600000000E-02
        -1.7453292520E-01          5.5644444444E+05         -9.1330000000E-01          1.9460000000E-02         -4.6700000000E-02
        -1.7453292520E-01          1.1118888889E+06         -9.3860000000E-01          1.5350000000E-02         -4.3800000000E-02
        -1.7453292520E-01          1.6673333333E+06         -9.4800000000E-01          1.3700000000E-02         -4.2700000000E-02
        -1.7453292520E-01          2.2227777778E+06         -9.5270000000E-01          1.2810000000E-02         -4.2200000000E-02
        -1.7453292520E-01          2.7782222222E+06         -9.5610000000E-01          1.2160000000E-02         -4.1800000000E-02
        -1.7453292520E-01          3.3336666667E+06         -9.5820000000E-01          1.1750000000E-02         -4.1500000000E-02
        -1.7453292520E-01          3.8891111111E+06         -9.6030000000E-01          1.1360000000E-02         -4.1300000000E-02
        -1.7453292520E-01          4.4445555556E+06         -9.6200000000E-01          1.1050000000E-02         -4.1100000000E-02
        -1.7453292520E-01          5.0000000000E+06         -9.6330000000E-01          1.0800000000E-02         -4.0900000000E-02
        -1.5707963268E-01          1.0000000000E+03         -3.0950000000E-01          1.5306000000E-01         -2.4000000000E-02
        -1.5707963268E-01          5.5644444444E+05         -8.2170000000E-01          1.7080000000E-02         -4.4600000000E-02
        -1.5707963268E-01          1.1118888889E+06         -8.3800000000E-01          1.3820000000E-02         -4.2700000000E-02
        -1.5707963268E-01          1.6673333333E+06         -8.4390000000E-01          1.2500000000E-02         -4.2000000000E-02
        -1.5707963268E-01          2.2227777778E+06         -8.4700000000E-01          1.1770000000E-02         -4.1600000000E-02
        -1.5707963268E-01          2.7782222222E+06         -8.4970000000E-01          1.1190000000E-02         -4.1300000000E-02
        -1.5707963268E-01          3.3336666667E+06         -8.5130000000E-01          1.0790000000E-02         -4.1100000000E-02
        -1.5707963268E-01          3.8891111111E+06         -8.5250000000E-01          1.0510000000E-02         -4.1000000000E-02
        -1.5707963268E-01          4.4445555556E+06         -8.5380000000E-01          1.0220000000E-02         -4.0800000000E-02
        -1.5707963268E-01          5.0000000000E+06         -8.5490000000E-01          9.9900000000E-03         -4.0700000000E-02
        -1.3962634016E-01          1.0000000000E+03         -2.8010000000E-01          1.4422000000E-01         -2.5700000000E-02
        -1.3962634016E-01          5.5644444444E+05         -7.2340000000E-01          1.5220000000E-02         -4.3100000000E-02
        -1.3962634016E-01          1.1118888889E+06         -7.3310000000E-01          1.2630000000E-02         -4.1900000000E-02
        -1.3962634016E-01          1.6673333333E+06         -7.3720000000E-01          1.1490000000E-02         -4.1500000000E-02
        -1.3962634016E-01          2.2227777778E+06         -7.3960000000E-01          1.0800000000E-02         -4.1200000000E-02
        -1.3962634016E-01          2.7782222222E+06         -7.4110000000E-01          1.0350000000E-02         -4.1000000000E-02
        -1.3962634016E-01          3.3336666667E+06         -7.4230000000E-01          9.9900000000E-03         -4.0900000000E-02
        -1.3962634016E-01          3.8891111111E+06         -7.4330000000E-01          9.7000000000E-03         -4.0800000000E-02
        -1.3962634016E-01          4.4445555556E+06         -7.4400000000E-01          9.4800000000E-03         -4.0700000000E-02
        -1.3962634016E-01          5.0000000000E+06         -7.4460000000E-01          9.3000000000E-03         -4.0700000000E-02
        -1.2217304764E-01          1.0000000000E+03         -2.4850000000E-01          1.3656000000E-01         -2.6500000000E-02
        -1.2217304764E-01          5.5644444444E+05         -6.2130000000E-01          1.3610000000E-02         -4.2000000000E-02
        -1.2217304764E-01          1.1118888889E+06         -6.2660000000E-01          1.1510000000E-02         -4.1400000000E-02
        -1.2217304764E-01          1.6673333333E+06         -6.2880000000E-01          1.0570000000E-02         -4.1100000000E-02
        -1.2217304764E-01          2.2227777778E+06         -6.3010000000E-01          9.9900000000E-03         -4.1000000000E-02
        -1.2217304764E-01          2.7782222222E+06         -6.3110000000E-01          9.5800000000E-03         -4.0900000000E-02
        -1.2217304764E-01          3.3336666667E+06         -6.3180000000E-01          9.2700000000E-03         -4.0900000000E-02
        -1.2217304764E-01          3.8891111111E+06         -6.3250000000E-01          9.0100000000E-03         -4.0800000000E-02
        -1.2217304764E-01          4.4445555556E+06         -6.3290000000E-01          8.8100000000E-03         -4.0800000000E-02
        -1.2217304764E-01          5.0000000000E+06         -6.3330000000E-01          8.6500000000E-03         -4.0700000000E-02
        -1.0471975512E-01          1.0000000000E+03         -2.1550000000E-01          1.3013000000E-01         -2.6400000000E-02
        -1.0471975512E-01          5.5644444444E+05         -5.1630000000E-01          1.2250000000E-02         -4.1200000000E-02
        -1.0471975512E-01          1.1118888889E+06         -5.1820000000E-01          1.0540000000E-02         -4.1000000000E-02
        -1.0471975512E-01          1.6673333333E+06         -5.1890000000E-01          9.7500000000E-03         -4.1000000000E-02
        -1.0471975512E-01          2.2227777778E+06         -5.1950000000E-01          9.2400000000E-03         -4.1000000000E-02
        -1.0471975512E-01          2.7782222222E+06         -5.1980000000E-01          8.9000000000E-03         -4.1000000000E-02
        -1.0471975512E-01          3.3336666667E+06         -5.2020000000E-01          8.6100000000E-03         -4.0900000000E-02
        -1.0471975512E-01          3.8891111111E+06         -5.2040000000E-01          8.4000000000E-03         -4.0900000000E-02
        -1.0471975512E-01          4.4445555556E+06         -5.2070000000E-01          8.2100000000E-03         -4.0900000000E-02
        -1.0471975512E-01          5.0000000000E+06         -5.2090000000E-01          8.0500000000E-03         -4.0900000000E-02
        -8.7266462600E-02          1.0000000000E+03         -1.8360000000E-01          1.2487000000E-01         -2.5500000000E-02
        -8.7266462600E-02          5.5644444444E+05         -4.0970000000E-01          1.1020000000E-02         -4.0700000000E-02
        -8.7266462600E-02          1.1118888889E+06         -4.0860000000E-01          9.6300000000E-03         -4.0800000000E-02
        -8.7266462600E-02          1.6673333333E+06         -4.0820000000E-01          8.9600000000E-03         -4.0900000000E-02
        -8.7266462600E-02          2.2227777778E+06         -4.0800000000E-01          8.5300000000E-03         -4.1000000000E-02
        -8.7266462600E-02          2.7782222222E+06         -4.0790000000E-01          8.2200000000E-03         -4.1100000000E-02
        -8.7266462600E-02          3.3336666667E+06         -4.0780000000E-01          7.9900000000E-03         -4.1100000000E-02
        -8.7266462600E-02          3.8891111111E+06         -4.0770000000E-01          7.8000000000E-03         -4.1100000000E-02
        -8.7266462600E-02          4.4445555556E+06         -4.0770000000E-01          7.6500000000E-03         -4.1200000000E-02
        -8.7266462600E-02          5.0000000000E+06         -4.0770000000E-01          7.5000000000E-03         -4.1200000000E-02
        -6.9813170080E-02          1.0000000000E+03         -1.5310000000E-01          1.2072000000E-01         -2.3500000000E-02
        -6.9813170080E-02          5.5644444444E+05         -3.0140000000E-01          9.9900000000E-03         -4.0300000000E-02
        -6.9813170080E-02          1.1118888889E+06         -2.9820000000E-01          8.7700000000E-03         -4.0800000000E-02
        -6.9813170080E-02          1.6673333333E+06         -2.9670000000E-01          8.2200000000E-03         -4.1000000000E-02
        -6.9813170080E-02          2.2227777778E+06         -2.9580000000E-01          7.8500000000E-03         -4.1200000000E-02
        -6.9813170080E-02          2.7782222222E+06         -2.9510000000E-01          7.6100000000E-03         -4.1300000000E-02
        -6.9813170080E-02          3.3336666667E+06         -2.9460000000E-01          7.4100000000E-03         -4.1400000000E-02
        -6.9813170080E-02          3.8891111111E+06         -2.9440000000E-01          7.2300000000E-03         -4.1500000000E-02
        -6.9813170080E-02          4.4445555556E+06         -2.9410000000E-01          7.1000000000E-03         -4.1500000000E-02
        -6.9813170080E-02          5.0000000000E+06         -2.9390000000E-01          6.9700000000E-03         -4.1600000000E-02
        -5.2359877560E-02          1.0000000000E+03         -1.2410000000E-01          1.1772000000E-01         -2.0300000000E-02
        -5.2359877560E-02          5.5644444444E+05         -1.9140000000E-01          9.2300000000E-03         -4.0100000000E-02
        -5.2359877560E-02          1.1118888889E+06         -1.8660000000E-01          8.0700000000E-03         -4.0800000000E-02
        -5.2359877560E-02          1.6673333333E+06         -1.8430000000E-01          7.5500000000E-03         -4.1200000000E-02
        -5.2359877560E-02          2.2227777778E+06         -1.8290000000E-01          7.2300000000E-03         -4.1400000000E-02
        -5.2359877560E-02          2.7782222222E+06         -1.8180000000E-01          7.0000000000E-03         -4.1600000000E-02
        -5.2359877560E-02          3.3336666667E+06         -1.8110000000E-01          6.8200000000E-03         -4.1700000000E-02
        -5.2359877560E-02          3.8891111111E+06         -1.8050000000E-01          6.6800000000E-03         -4.1800000000E-02
        -5.2359877560E-02          4.4445555556E+06         -1.8000000000E-01          6.5700000000E-03         -4.1900000000E-02
        -5.2359877560E-02          5.0000000000E+06         -1.7950000000E-01          6.4700000000E-03         -4.2000000000E-02
        -3.4906585040E-02          1.0000000000E+03         -9.5000000000E-02          1.1573000000E-01         -1.5700000000E-02
        -3.4906585040E-02          5.5644444444E+05         -7.6700000000E-02          9.1200000000E-03         -4.0300000000E-02
        -3.4906585040E-02          1.1118888889E+06         -7.3400000000E-02          7.6100000000E-03         -4.1000000000E-02
        -3.4906585040E-02          1.6673333333E+06         -7.1000000000E-02          7.0200000000E-03         -4.1500000000E-02
        -3.4906585040E-02          2.2227777778E+06         -1.0660000000E-01          6.9666666667E-03         -4.1666666667E-02
        -3.4906585040E-02          2.7782222222E+06         -6.7800000000E-02          6.5100000000E-03         -4.2000000000E-02
        -3.4906585040E-02          3.3336666667E+06         -6.6700000000E-02          6.3500000000E-03         -4.2200000000E-02
        -3.4906585040E-02          3.8891111111E+06         -6.5900000000E-02          6.2100000000E-03         -4.2300000000E-02
        -3.4906585040E-02          4.4445555556E+06         -6.5300000000E-02          6.1100000000E-03         -4.2400000000E-02
        -3.4906585040E-02          5.0000000000E+06         -6.4700000000E-02          6.0200000000E-03         -4.2500000000E-02
        -1.7453292520E-02          1.0000000000E+03         -5.9400000000E-02          1.1453000000E-01         -1.0900000000E-02
        -1.7453292520E-02          5.5644444444E+05          3.8000000000E-02          9.0900000000E-03         -4.0400000000E-02
        -1.7453292520E-02          1.1118888889E+06          4.2400000000E-02          7.5900000000E-03         -4.1400000000E-02
        -1.7453292520E-02          1.6673333333E+06          4.4600000000E-02          6.8800000000E-03         -4.1900000000E-02
        -1.7453292520E-02          2.2227777778E+06          4.6000000000E-02          6.4400000000E-03         -4.2200000000E-02
        -1.7453292520E-02          2.7782222222E+06          4.7000000000E-02          6.1200000000E-03         -4.2500000000E-02
        -1.7453292520E-02          3.3336666667E+06          4.8300000000E-02          5.9700000000E-03         -4.2700000000E-02
        -1.7453292520E-02          3.8891111111E+06          4.9300000000E-02          5.8400000000E-03         -4.2800000000E-02
        -1.7453292520E-02          4.4445555556E+06          5.0100000000E-02          5.7400000000E-03         -4.3000000000E-02
        -1.7453292520E-02          5.0000000000E+06          5.0800000000E-02          5.6500000000E-03         -4.3100000000E-02
         0.0000000000E+00          1.0000000000E+03         -2.0000000000E-02          1.1399000000E-01         -6.1000000000E-03
         0.0000000000E+00          5.5644444444E+05          1.5270000000E-01          9.1100000000E-03         -4.0600000000E-02
         0.0000000000E+00          1.1118888889E+06          1.5820000000E-01          7.6100000000E-03         -4.1800000000E-02
         0.0000000000E+00          1.6673333333E+06          1.6090000000E-01          6.9000000000E-03         -4.2400000000E-02
         0.0000000000E+00          2.2227777778E+06          1.6270000000E-01          6.4500000000E-03         -4.2800000000E-02
         0.0000000000E+00          2.7782222222E+06          1.6390000000E-01          6.1400000000E-03         -4.3100000000E-02
         0.0000000000E+00          3.3336666667E+06          1.6490000000E-01          5.9000000000E-03         -4.3300000000E-02
         0.0000000000E+00          3.8891111111E+06          1.6570000000E-01          5.7100000000E-03         -4.3500000000E-02
         0.0000000000E+00          4.4445555556E+06          1.6630000000E-01          5.5500000000E-03         -4.3600000000E-02
         0.0000000000E+00          5.0000000000E+06          1.6690000000E-01          5.4100000000E-03         -4.3700000000E-02
         1.7453292520E-02          1.0000000000E+03          1.9300000000E-02          1.1384000000E-01         -1.1000000000E-03
         1.7453292520E-02          5.5644444444E+05          2.6710000000E-01          9.1700000000E-03         -4.0700000000E-02
         1.7453292520E-02          1.1118888889E+06          2.7370000000E-01          7.6600000000E-03         -4.2100000000E-02
         1.7453292520E-02          1.6673333333E+06          2.7700000000E-01          6.9400000000E-03         -4.2900000000E-02
         1.7453292520E-02          2.2227777778E+06          2.7910000000E-01          6.4900000000E-03         -4.3300000000E-02
         1.7453292520E-02          2.7782222222E+06          2.8070000000E-01          6.1700000000E-03         -4.3700000000E-02
         1.7453292520E-02          3.3336666667E+06          2.8180000000E-01          5.9300000000E-03         -4.3900000000E-02
         1.7453292520E-02          3.8891111111E+06          2.8280000000E-01          5.7400000000E-03         -4.4100000000E-02
         1.7453292520E-02          4.4445555556E+06          2.8280000000E-01          5.6500000000E-03         -4.4200000000E-02
         1.7453292520E-02          5.0000000000E+06          2.8260000000E-01          5.6000000000E-03         -4.4200000000E-02
         3.4906585040E-02          1.0000000000E+03          5.9400000000E-02          1.1434000000E-01          3.2000000000E-03
         3.4906585040E-02          5.5644444444E+05          3.8120000000E-01          9.2800000000E-03         -4.0700000000E-02
         3.4906585040E-02          1.1118888889E+06          3.8900000000E-01          7.7400000000E-03         -4.2400000000E-02
         3.4906585040E-02          1.6673333333E+06          3.9290000000E-01          7.0100000000E-03         -4.3300000000E-02
         3.4906585040E-02          2.2227777778E+06          3.9430000000E-01          6.6600000000E-03         -4.3600000000E-02
         3.4906585040E-02          2.7782222222E+06          3.9440000000E-01          6.5000000000E-03         -4.3800000000E-02
         3.4906585040E-02          3.3336666667E+06          3.9450000000E-01          6.3800000000E-03         -4.3900000000E-02
         3.4906585040E-02          3.8891111111E+06          3.9480000000E-01          6.2800000000E-03         -4.4000000000E-02
         3.4906585040E-02          4.4445555556E+06          3.9490000000E-01          6.1900000000E-03         -4.4000000000E-02
         3.4906585040E-02          5.0000000000E+06          3.9490000000E-01          6.1300000000E-03         -4.4100000000E-02
         5.2359877560E-02          1.0000000000E+03          9.9600000000E-02          1.1559000000E-01          6.8000000000E-03
         5.2359877560E-02          5.5644444444E+05          4.9490000000E-01          9.4400000000E-03         -4.0700000000E-02
         5.2359877560E-02          1.1118888889E+06          5.0190000000E-01          8.0400000000E-03         -4.2300000000E-02
         5.2359877560E-02          1.6673333333E+06          5.0300000000E-01          7.6300000000E-03         -4.2800000000E-02
         5.2359877560E-02          2.2227777778E+06          5.0390000000E-01          7.3700000000E-03         -4.3100000000E-02
         5.2359877560E-02          2.7782222222E+06          5.0450000000E-01          7.1900000000E-03         -4.3300000000E-02
         5.2359877560E-02          3.3336666667E+06          5.0490000000E-01          7.0600000000E-03         -4.3500000000E-02
         5.2359877560E-02          3.8891111111E+06          5.0540000000E-01          6.9400000000E-03         -4.3600000000E-02
         5.2359877560E-02          4.4445555556E+06          5.0580000000E-01          6.8400000000E-03         -4.3700000000E-02
         5.2359877560E-02          5.0000000000E+06          5.0610000000E-01          6.7600000000E-03         -4.3800000000E-02
         6.9813170080E-02          1.0000000000E+03          1.3900000000E-01          1.1767000000E-01          9.3000000000E-03
         6.9813170080E-02          5.5644444444E+05          6.0390000000E-01          1.0020000000E-02         -3.9900000000E-02
         6.9813170080E-02          1.1118888889E+06          5.7210000000E-01          8.7366666667E-03         -4.1533333333E-02
         6.9813170080E-02          1.6673333333E+06          6.1040000000E-01          8.5200000000E-03         -4.1900000000E-02
         6.9813170080E-02          2.2227777778E+06          6.1200000000E-01          8.2200000000E-03         -4.2400000000E-02
         6.9813170080E-02          2.7782222222E+06          6.1320000000E-01          8.0000000000E-03         -4.2700000000E-02
         6.9813170080E-02          3.3336666667E+06          6.1430000000E-01          7.8200000000E-03         -4.2900000000E-02
         6.9813170080E-02          3.8891111111E+06          6.1510000000E-01          7.6700000000E-03         -4.3100000000E-02
         6.9813170080E-02          4.4445555556E+06          6.1580000000E-01          7.5600000000E-03         -4.3300000000E-02
         6.9813170080E-02          5.0000000000E+06          6.1670000000E-01          7.4300000000E-03         -4.3500000000E-02
         8.7266462600E-02          1.0000000000E+03          1.7780000000E-01          1.2069000000E-01          1.0900000000E-02
         8.7266462600E-02          5.5644444444E+05          7.0530000000E-01          1.1330000000E-02         -3.8200000000E-02
         8.7266462600E-02          1.1118888889E+06          7.1250000000E-01          1.0130000000E-02         -4.0000000000E-02
         8.7266462600E-02          1.6673333333E+06          6.8096666667E-01          9.1800000000E-03         -4.1200000000E-02
         8.7266462600E-02          2.2227777778E+06          7.1920000000E-01          9.1200000000E-03         -4.1500000000E-02
         8.7266462600E-02          2.7782222222E+06          7.2140000000E-01          8.8200000000E-03         -4.1900000000E-02
         8.7266462600E-02          3.3336666667E+06          7.2300000000E-01          8.5900000000E-03         -4.2300000000E-02
         8.7266462600E-02          3.8891111111E+06          7.2440000000E-01          8.4100000000E-03         -4.2600000000E-02
         8.7266462600E-02          4.4445555556E+06          7.2570000000E-01          8.2400000000E-03         -4.2800000000E-02
         8.7266462600E-02          5.0000000000E+06          7.2670000000E-01          8.1100000000E-03         -4.3000000000E-02
         1.0471975512E-01          1.0000000000E+03          2.1640000000E-01          1.2479000000E-01          1.1500000000E-02
         1.0471975512E-01          5.5644444444E+05          8.0450000000E-01          1.2890000000E-02         -3.6100000000E-02
         1.0471975512E-01          1.1118888889E+06          8.1600000000E-01          1.1300000000E-02         -3.8500000000E-02
         1.0471975512E-01          1.6673333333E+06          8.2210000000E-01          1.0500000000E-02         -3.9800000000E-02
         1.0471975512E-01          2.2227777778E+06          8.2610000000E-01          1.0000000000E-02         -4.0500000000E-02
         1.0471975512E-01          2.7782222222E+06          8.2890000000E-01          9.6400000000E-03         -4.1100000000E-02
         1.0471975512E-01          3.3336666667E+06          8.3120000000E-01          9.3700000000E-03         -4.1600000000E-02
         1.0471975512E-01          3.8891111111E+06          8.3320000000E-01          9.1300000000E-03         -4.1900000000E-02
         1.0471975512E-01          4.4445555556E+06          8.3480000000E-01          8.9400000000E-03         -4.2200000000E-02
         1.0471975512E-01          5.0000000000E+06          8.3600000000E-01          8.7900000000E-03         -4.2500000000E-02
         1.2217304764E-01          1.0000000000E+03          2.5490000000E-01          1.3001000000E-01          1.1300000000E-02
         1.2217304764E-01          5.5644444444E+05          9.0260000000E-01          1.4470000000E-02         -3.3900000000E-02
         1.2217304764E-01          1.1118888889E+06          9.1880000000E-01          1.2450000000E-02         -3.7000000000E-02
         1.2217304764E-01          1.6673333333E+06          9.2670000000E-01          1.1500000000E-02         -3.8500000000E-02
         1.2217304764E-01          2.2227777778E+06          9.3190000000E-01          1.0890000000E-02         -3.9500000000E-02
         1.2217304764E-01          2.7782222222E+06          9.3550000000E-01          1.0480000000E-02         -4.0100000000E-02
         1.2217304764E-01          3.3336666667E+06          9.3860000000E-01          1.0140000000E-02         -4.0700000000E-02
         1.2217304764E-01          3.8891111111E+06          9.4080000000E-01          9.8900000000E-03         -4.1100000000E-02
         1.2217304764E-01          4.4445555556E+06          9.4280000000E-01          9.6600000000E-03         -4.1500000000E-02
         1.2217304764E-01          5.0000000000E+06          9.4460000000E-01          9.4700000000E-03         -4.1800000000E-02
         1.3962634016E-01          1.0000000000E+03          2.9390000000E-01          1.3638000000E-01          1.0300000000E-02
         1.3962634016E-01          5.5644444444E+05          9.9720000000E-01          1.6250000000E-02         -3.1100000000E-02
         1.3962634016E-01          1.1118888889E+06          1.0193000000E+00          1.3700000000E-02         -3.5100000000E-02
         1.3962634016E-01          1.6673333333E+06          1.0295000000E+00          1.2560000000E-02         -3.7000000000E-02
         1.3962634016E-01          2.2227777778E+06          1.0361000000E+00          1.1840000000E-02         -3.8200000000E-02
         1.3962634016E-01          2.7782222222E+06          1.0407000000E+00          1.1350000000E-02         -3.9000000000E-02
         1.3962634016E-01          3.3336666667E+06          1.0442000000E+00          1.0970000000E-02         -3.9600000000E-02
         1.3962634016E-01          3.8891111111E+06          1.0469000000E+00          1.0700000000E-02         -4.0100000000E-02
         1.3962634016E-01          4.4445555556E+06          1.0494000000E+00          1.0440000000E-02         -4.0600000000E-02
         1.3962634016E-01          5.0000000000E+06          1.0515000000E+00          1.0220000000E-02         -4.1000000000E-02
         1.5707963268E-01          1.0000000000E+03          3.3140000000E-01          1.4410000000E-01          8.5000000000E-03
         1.5707963268E-01          5.5644444444E+05          1.0854000000E+00          1.8360000000E-02         -2.7500000000E-02
         1.5707963268E-01          1.1118888889E+06          1.1168000000E+00          1.5080000000E-02         -3.2800000000E-02
         1.5707963268E-01          1.6673333333E+06          1.1300000000E+00          1.3710000000E-02         -3.5100000000E-02
         1.5707963268E-01          2.2227777778E+06          1.1380000000E+00          1.2880000000E-02         -3.6500000000E-02
         1.5707963268E-01          2.7782222222E+06          1.1434000000E+00          1.2340000000E-02         -3.7500000000E-02
         1.5707963268E-01          3.3336666667E+06          1.1477000000E+00          1.1910000000E-02         -3.8300000000E-02
         1.5707963268E-01          3.8891111111E+06          1.1513000000E+00          1.1560000000E-02         -3.8900000000E-02
         1.5707963268E-01          4.4445555556E+06          1.1540000000E+00          1.1290000000E-02         -3.9400000000E-02
         1.5707963268E-01          5.0000000000E+06          1.1562000000E+00          1.1070000000E-02         -3.9800000000E-02
         1.7453292520E-01          1.0000000000E+03          3.6630000000E-01          1.5312000000E-01          5.9000000000E-03
         1.7453292520E-01          5.5644444444E+05          1.1685000000E+00          2.0580000000E-02         -2.3200000000E-02
         1.7453292520E-01          1.1118888889E+06          1.2097000000E+00          1.6670000000E-02         -2.9900000000E-02
         1.7453292520E-01          1.6673333333E+06          1.2263000000E+00          1.5060000000E-02         -3.2700000000E-02
         1.7453292520E-01          2.2227777778E+06          1.2367000000E+00          1.4060000000E-02         -3.4500000000E-02
         1.7453292520E-01          2.7782222222E+06          1.2431000000E+00          1.3450000000E-02         -3.5600000000E-02
         1.7453292520E-01          3.3336666667E+06          1.2487000000E+00          1.2930000000E-02         -3.6600000000E-02
         1.7453292520E-01          3.8891111111E+06          1.2528000000E+00          1.2550000000E-02         -3.7300000000E-02
         1.7453292520E-01          4.4445555556E+06          1.2559000000E+00          1.2260000000E-02         -3.7800000000E-02
         1.7453292520E-01          5.0000000000E+06          1.2588000000E+00          1.2000000000E-02         -3.8300000000E-02
         1.9198621772E-01          1.0000000000E+03          3.9810000000E-01          1.6335000000E-01          2.5000000000E-03
         1.9198621772E-01          5.5644444444E+05          1.2379000000E+00          2.3380000000E-02         -1.7100000000E-02
